类型,店铺名,店链接,商品名,商品链接,旺旺名,信用,电话1,电话2,销量,中评,差评,好评率,描述,描述同比,服务,服务同比,物流,物流同比,公司名,所在地,类目Id,类目
淘宝,万和园艺,https://shop34206668.taobao.com/,GREEN CROSS 玫瑰打刺钳 除刺钳 花艺工具 玫瑰去刺工具 日本进口,https://item.taobao.com/item.htm?id=548098697237,siruiliang,14,,13597821680,0,0,0,0,4.91057分,高于35.28%,4.92683分,高于38.32%,4.93699分,高于45.19%,,,0,
企业,818健身器材,https://shop35258675.taobao.com/,杠铃杆划船平行把手爆发力练背拉背马鞍背肌地雷架炮筒核心训练器,https://item.taobao.com/item.htm?id=565137878261,燕赵文化礼品,13,0312-2588027,13785286055,0,0,0,0,4.78589,低于1.24%,4.76399,低于2.12%,4.78832分,低于1.66%,,,0,
淘宝,馨衣馨愿,https://shop105280954.taobao.com/,【清仓】鬼步舞广场舞服装新款套装 杨丽萍曳步舞健身运动跳舞服,https://item.taobao.com/item.htm?id=606375757457,馨儿20133,14,15350248966,15350246566,0,0,0,0,4.80978分,低于0.75%,4.82316分,低于0.90%,4.85685分,持平0.25%,,,0,
企业,阿希达部落,https://shop110464960.taobao.com/,阿希达风干牛肉干超干500g原味散装手撕大片兴安盟特产大块牛肉干,https://item.taobao.com/item.htm?id=40245764090,阿希达部落,15,,18648443185,0,0,0,0,4.82697,高于9.25%,4.87567,高于24.18%,4.89584分,高于34.07%,,,0,
淘宝,喜上花轿伴手礼,https://shop68435395.taobao.com/,创意结婚订婚喜糖喜饼大号礼盒成品 婚庆伴手礼 宝宝周岁诞生回礼,https://item.taobao.com/item.htm?id=541861273102,陈煊泽,12,0577-65525582,15088559980,0,0,0,0,4.89593,高于45.42%,4.90045,高于39.29%,4.90271分,高于38.42%,,,0,
淘宝,心随舞动广场舞商城,https://shop105044165.taobao.com/,广场舞服装新款套装春杨丽萍运动健身舞蹈服棉鬼步舞团体表演服女,https://item.taobao.com/item.htm?id=638867811791,紫色雨欣1985,14,13383056250,15100518734,0,0,0,0,4.85273分,高于4.30%,4.84803分,持平0.39%,4.86807分,持平0.10%,,,0,
淘宝,半房杂货,https://shop105796887.taobao.com/,半房 不锈钢速冻降温冰粒冰块威士忌红酒金属冷却模具带冰夹4只装,https://item.taobao.com/item.htm?id=570171995043,pukatime,18,,15356744286,0,0,0,0,4.89851,高于43.84%,4.92645,高于53.41%,4.92238分,高于49.03%,,,0,
淘宝,MOZE手作工作室,https://shop33204637.taobao.com/,MOZE雾蜡粉牛皮手账本手帐真皮日记本定制笔记本事本活页本子tn旅,https://item.taobao.com/item.htm?id=561937230094,光辉岁月服饰,13,,13694108538,0,0,0,0,4.95341分,高于66.90%,4.95332分,高于62.72%,4.94982分,高于58.42%,,,0,
淘宝,店主很红原创设计师品,https://shop122861117.taobao.com/,2021春秋薄款连帽宽松bf慵懒风卫衣女士韩版中长款上衣ins外套潮,https://item.taobao.com/item.htm?id=566162071665,店主很红,15,,18958165076,0,0,0,0,4.817分,持平0.24%,4.87183分,高于7.18%,4.87389分,高于4.66%,,,0,
淘宝,U LIMIT高端自制,https://shop58663028.taobao.com/,男童女童灯芯绒长裤潮韩版秋冬季洋气儿童加绒加厚外穿童裤棉裤子,https://item.taobao.com/item.htm?id=560806782135,周敏佳,13,15824342102,,0,0,0,0,4.9165,高于50.85%,4.92843,高于49.57%,4.93439分,高于50.81%,,,0,
淘宝,大连辽洋海味零食店,https://shop60161619.taobao.com/,大连玉洋 海王九岛太极虾 鲜味真空即食虾仁 海鲜特产零食250克,https://item.taobao.com/item.htm?id=522163808999,大连19850429,16,13478919223,,0,0,0,0,4.87191,高于32.82%,4.90462,高于41.83%,4.89871分,高于35.89%,,,0,
淘宝,三知舞蹈 秋之艺舞服,https://shop71003540.taobao.com/,斜系带现代舞七分袖上衣 短袖宽松练功瑜伽服莫代尔圆领集训服女,https://item.taobao.com/item.htm?id=565189730406,黄秋静00,15,,17775863055,0,0,0,0,4.82744分,持平0.39%,4.84814分,持平0.39%,4.84493分,低于0.50%,,,0,
淘宝,古谷屋日本进口家居,https://shop35738242.taobao.com/,室内除湿袋可挂式吸水干燥剂家用衣橱柜吸潮学生宿舍房间防潮防霉,https://item.taobao.com/item.htm?id=565645307102,心仪家居,19,18314961230,,0,0,0,0,4.87927,高于33.20%,4.90753,高于41.43%,4.90558分,高于38.00%,,,0,
淘宝,阳阳天使童装,https://shop34291329.taobao.com/,女童洋气外套中大童装儿童风衣13女孩12春装15岁春秋款2021年春季,https://item.taobao.com/item.htm?id=564920665015,zq3943500,16,18252551109,18252551109,0,0,0,0,4.84432,高于8.36%,4.87228,高于10.01%,4.87776分,高于8.36%,,,0,
淘宝,The one 寿司饭团材料,https://shop103659231.taobao.com/,台湾饭团材料肉松米棒真圆粢饭烘培糕点紫菜卷寿司手抓饼2.5kg,https://item.taobao.com/item.htm?id=554747940867,cxinxin1111,14,13690709268,,0,0,0,0,4.88293,高于35.22%,4.90732,高于41.30%,4.90554分,高于37.97%,,,0,
淘宝,艾玛礼物EMMAGIFT,https://shop57093940.taobao.com/,JS创意海豚拍拍灯鲸鱼生日少女心礼物送女朋友带礼盒新年闺蜜走心,https://item.taobao.com/item.htm?id=559376514941,小浣熊婷儿,15,,18857375346,0,0,0,0,4.87155分,高于28.88%,4.92356分,高于51.48%,4.91604分,高于44.80%,,,0,
淘宝,绿色河源特产,https://shop60263501.taobao.com/,望郎回板栗8包装新鲜东源即食炒板栗子盒装礼品厂家直销河源特产,https://item.taobao.com/item.htm?id=558458563975,河源绿色土特产,15,,18923691679,0,0,0,0,4.81219,高于1.49%,4.8486,高于7.67%,4.85402分,高于7.60%,,,0,
企业,神洲狐狸品牌店,https://shop70354407.taobao.com/,六一儿童小荷风采蒲公英的远行演出服舞蹈服装蒲公英的约定表演服,https://item.taobao.com/item.htm?id=566857192072,服装大卖场韩变,13,0530-3858981,13853007397,0,0,0,0,4.9424,高于66.09%,4.9447,高于61.03%,4.94931分,高于62.00%,,,0,
淘宝,玫瑰情园家居,https://shop104898005.taobao.com/,欧式转椅老板椅护腰书椅真皮商务电脑椅办公椅家用实木书房靠背椅,https://item.taobao.com/item.htm?id=560166137834,玫瑰情园家居,11,18934388828,18934388829,0,0,0,0,4.98744,高于85.44%,4.98744,高于83.83%,4.98604分,高于82.34%,,,0,
企业,亚马逊家居工厂,https://shop107164715.taobao.com/,落地书架 创意客厅立书架真树纯实木展示架可定制,https://item.taobao.com/item.htm?id=561649631094,铁儿范,12,,13959912982,0,0,0,0,4.84673,低于1.36%,4.86809,低于1.10%,4.88693分,低于0.69%,,,0,
企业,天正蓝校服企业店,https://shop149470256.taobao.com/,天正蓝幼儿园园服春秋装英伦学院风儿童班服毛衣棉小学生校服套装,https://item.taobao.com/item.htm?id=558190310187,天正蓝校服,13,13679788515,13500016781,0,0,0,0,4.98389,高于90.52%,4.98561,高于89.86%,4.98458分,高于88.44%,,,0,
企业,美洁尔洗化,https://shop63202269.taobao.com/,洗洁精浓缩粉大桶洗洁精原料粘稠型不伤手1箱24袋批发包邮促销,https://item.taobao.com/item.htm?id=21774547574,njmjj100,15,4000257696,13611589556,0,0,0,0,4.78633,低于0.69%,4.81916,持平0.48%,4.81647分,低于0.65%,,,0,
淘宝,春来汽车用品平价店,https://shop35282880.taobao.com/,2吨卧式液压千斤顶2T汽车千斤顶小车轿车的车载油压千金顶2.5吨,https://item.taobao.com/item.htm?id=557843916611,篮球猪宝宝,14,,13814900200,0,0,0,0,4.78676分,低于1.05%,4.78676分,低于1.40%,4.80882分,低于1.00%,,,0,
淘宝,简爱全屋定制,https://shop115559111.taobao.com/,简爱定制餐边柜储物柜微波炉烤箱柜茶水柜备餐柜碗碟柜简约现代,https://item.taobao.com/item.htm?id=568961264121,王萌小屋,7,010-84253178,15811222880,0,0,0,0,5.0分,高于100.00%,5.0分,高于100.00%,4.98611分,高于82.43%,,,0,
企业,棉麻记文艺复古女装馆,https://shop34828583.taobao.com/,【三生三世】棉麻记汉服网纱长裙子2021夏季新款修身收腰连衣裙女,https://item.taobao.com/item.htm?id=546928789672,我是阿棉,15,18569917169,,0,0,0,0,4.86981,高于24.15%,4.88454,高于16.38%,4.89387分,高于19.77%,,,0,
淘宝,雪丘岛户外,https://shop65660796.taobao.com/,雪丘岛四季款冲锋裤防风防水全压胶宽松版型带透气拉链冲锋裤女,https://item.taobao.com/item.htm?id=561031924620,雪丘岛,15,18113968844,18113968844,0,0,0,0,4.8754分,高于19.03%,4.90154分,高于25.87%,4.90007分,高于23.62%,,,0,
淘宝,建安工业,https://shop68416006.taobao.com/,老人起床助力扶手床边扶手护栏起床助力扳手方便老人起床起夜工具,https://item.taobao.com/item.htm?id=569873743575,chengyong1001,10,,15324326988,0,0,0,0,4.93182,高于20.99%,4.91942,持平0.10%,4.94421分,高于29.43%,,,0,
淘宝,吉井家,https://shop34469505.taobao.com/,【吉井家】日本制Jogan成願KI.RA.RA五层棉纱布马卡龙干发帽吸水,https://item.taobao.com/item.htm?id=560748793192,鬼鬼0928,14,0512-58777520,18913604520,0,0,0,0,4.90348分,高于46.59%,4.92959分,高于55.40%,4.93038分,高于54.28%,,,0,
淘宝,禅意歌者何梵思   自,https://shop34574621.taobao.com/,提花纯棉绑带改良汉服汉元素古风女装连衣裙日常古筝茶人服 米色,https://item.taobao.com/item.htm?id=546725674139,huhexiaobai,13,,13510906942,0,0,0,0,4.92541分,高于56.54%,4.94703分,高于61.64%,4.94811分,高于60.77%,,,0,
淘宝,突破户外商城,https://shop71800716.taobao.com/,UPF50+专业防晒衣女防紫外线uv冰丝防晒服202021新款夏透气短外套,https://item.taobao.com/item.htm?id=566534837997,宗佳明1987,13,,15075653351,0,0,0,0,4.7163分,低于2.68%,4.81957分,低于0.98%,4.83587分,低于0.68%,,,0,
企业,集成墙板新型材料厂,https://shop110665556.taobao.com/,300mm600mm宽400竹木纤维pvc石塑钢快装集成墙板护墙板生产厂家,https://item.taobao.com/item.htm?id=555382463378,lxscpk,9,15837396824,18603739625,0,0,0,0,4.92105,高于8.51%,4.92105,持平0.10%,4.88596分,低于0.71%,,,0,
淘宝,骑士网自营店,https://shop68256194.taobao.com/,骑士网倍耐力天使CT轮胎 110/130/140/150/70-17 Z250 GW CBR GPR,https://item.taobao.com/item.htm?id=550622633285,zzgscxh,15,18758137401,,0,0,0,0,4.90979分,高于44.42%,4.92444分,高于47.92%,4.90629分,高于34.25%,,,0,
淘宝,便民卡券折扣店,https://shop36529858.taobao.com/,上海公共交通卡一卡通公交地铁卡100//200/300/500/1000元送卡套,https://item.taobao.com/item.htm?id=552849681277,便民卡券折扣店,12,021-63062038,13501866758,0,0,0,0,4.97084分,高于78.90%,4.9777分,高于81.20%,4.96226分,高于67.17%,,,0,
淘宝,源于自然养生坊灵芝,https://shop36412491.taobao.com/,桑黄灵芝野生桑黄一斤桑黄野生灵芝妈妈用了六年桑黄孔菌,https://item.taobao.com/item.htm?id=7380985023,biezhe,13,,13480997084,0,0,0,0,4.98分,高于89.51%,4.9825分,高于89.33%,4.9775分,高于85.76%,,,0,
淘宝,LOUIS XIV 上海路易十,https://shop67496878.taobao.com/,LOUIS XIV 芭蕾舞练功T恤女成人体操舞蹈上衣冷气衫长袖超薄短款,https://item.taobao.com/item.htm?id=571278090250,选tata,15,13661607372,,0,0,0,0,4.91058分,高于41.89%,4.93135分,高于48.31%,4.92987分,高于46.40%,,,0,
淘宝,柳魅舞蹈服饰,https://shop36967694.taobao.com/,柳魅广场舞服装套装新款上衣莫代尔拉丁舞服女跳舞衣服舞蹈练功服,https://item.taobao.com/item.htm?id=568182985944,瑜美人之家,15,07722489067,13607802102,0,0,0,0,4.87208分,高于16.88%,4.89416分,高于20.31%,4.90224分,高于25.28%,,,0,
淘宝,嘿马七作原创男装工作,https://shop105118180.taobao.com/,嘿马七作原创冬季男加绒加棉加厚运动裤束脚裤小脚收脚卫裤纯色潮,https://item.taobao.com/item.htm?id=559019498111,eleven11wt,17,,17767136541,0,0,0,0,4.83198分,高于2.11%,4.88259分,高于14.97%,4.88166分,高于10.54%,,,0,
淘宝,AILTO爱乐陶,https://shop60147151.taobao.com/,软陶粘土ob11娃头作品上色染色腮红眼影渐变渲染色粉棒36色一盒,https://item.taobao.com/item.htm?id=559344977265,迷泥小猪,15,15058859850,,0,0,0,0,4.91346分,高于39.89%,4.93697分,高于48.63%,4.94017分,高于50.72%,,,0,
淘宝,朝阳益智拼组玩具,https://shop62198829.taobao.com/,手工船模型拼装军舰海军仿真辽宁号航母战舰模辽宁舰积木航空母舰,https://item.taobao.com/item.htm?id=563359315105,仙人掌de世界,15,,18998108535,0,0,0,0,4.82107,持平0.19%,4.86591,高于5.52%,4.86142分,持平0.11%,,,0,
淘宝,伯利恒演出服饰,https://shop70233922.taobao.com/,藏族舞蹈鞋舞蹈靴子男蒙古鞋新疆舞靴少数民族长筒女靴子高跟,https://item.taobao.com/item.htm?id=559701304467,yuankuimm,12,,15615141415,0,0,0,0,4.80096分,低于0.93%,4.83413分,低于0.68%,4.83173分,低于0.77%,,,0,
企业,金属时代,https://shop102189879.taobao.com/,持雍收边条地板地砖条压条瓷砖收口包边条封边铝合金属隔条门槛条,https://item.taobao.com/item.htm?id=560870543378,企鹅乖乖跳,14,18125658910,18169893111,0,0,0,0,4.85197,低于1.26%,4.8552,低于1.36%,4.87266分,低于0.98%,,,0,
企业,TRD特伦德手工鞋官方,https://shop65921946.taobao.com/,TRD新款英伦复古三接头皮鞋男真皮商务正装皮鞋反绒皮时尚牛津鞋,https://item.taobao.com/item.htm?id=569026292719,避风港59,14,,18122407069,0,0,0,0,4.89534,高于39.02%,4.92689,高于47.05%,4.91182分,高于33.34%,,,0,
淘宝,按时喝水 沫小欣,https://shop108168322.taobao.com/,@按时喝水 藏红花3g 西红花番红花正品非西藏伊朗藏红花 孕妇不宜,https://item.taobao.com/item.htm?id=569147709573,沫小欣,15,,13008626337,0,0,0,0,4.92966,高于63.11%,4.94636,高于67.29%,4.94636分,高于66.05%,,,0,
淘宝,美之舞1号店,https://shop68593879.taobao.com/,杨丽萍广场舞服装运动套装新款长袖网红跳健身操佳木斯舞蹈衣春秋,https://item.taobao.com/item.htm?id=626480479292,游戏电子商务,13,,15346027131,0,0,0,0,4.85202分,高于3.75%,4.8565分,持平0.22%,4.88789分,高于14.26%,,,0,
淘宝,芬芳布艺馆,https://shop207484811.taobao.com/,外贸欧式布艺刺绣桌旗流苏餐桌布茶几巾台布韩式田园美式床旗穗头,https://item.taobao.com/item.htm?id=553417926400,hzf196601,12,,18963186092,0,0,0,0,4.89936分,高于44.31%,4.93291分,高于57.51%,4.94089分,高于61.19%,,,0,
淘宝,俏美人舞蹈服饰,https://shop104273096.taobao.com/,形体训练服装女套装高端优雅气质导师礼仪走秀艺考舞蹈练功服夏季,https://item.taobao.com/item.htm?id=614278309720,衣恋衣伊,12,,18659092529,0,0,0,0,4.93914分,高于60.45%,4.95131分,高于63.34%,4.96092分,高于70.13%,,,0,
淘宝,华丽SHOW欧美精品女装,https://shop34491422.taobao.com/,5003 秋冬新款羊毛红色连衣裙长袖大摆气质修身中长款礼裙女两色,https://item.taobao.com/item.htm?id=561221739448,ljk_clm,14,,13760612365,0,0,0,0,4.88542分,高于33.24%,4.89583分,高于24.56%,4.92708分,高于44.87%,,,0,
企业,展辉食品,https://shop524587815.taobao.com/,台湾大号紫薯手抓饼面饼山东煎饼 商用非家庭装包邮早餐100片120g,https://item.taobao.com/item.htm?id=562627880801,重庆展辉食品,15,023-67087286,13012330379,0,0,0,0,4.80888,持平0.10%,4.82279,持平0.27%,4.78185分,低于1.24%,,,0,
淘宝,熙宸食品,https://shop68200019.taobao.com/,特价Hormel Bacon Bits 荷美尔 培根碎片2kg碎培根片披萨汉堡西餐,https://item.taobao.com/item.htm?id=561188346421,wzh790821,16,,13916237845,0,0,0,0,4.93466,高于65.73%,4.9425,高于64.93%,4.93633分,高于59.70%,,,0,
淘宝,唯美纳生活馆,https://shop63161093.taobao.com/,油桶304不锈钢加厚密封储存食用花生油龙头运输用装油罐家用厨房,https://item.taobao.com/item.htm?id=559823010298,7月21日晴,14,,15920308413,0,0,0,0,4.848分,高于15.90%,4.88667分,高于28.22%,4.88533分,高于24.70%,,,0,
淘宝,YUANYIN原隐阿毛极简,https://shop63520799.taobao.com/,原隐复古加厚秋冬马海毛中长款粗棒灯笼袖长袖宽松上衣开衫毛衣女,https://item.taobao.com/item.htm?id=560949133417,黑羽圣域,12,,18740810518,0,0,0,0,4.90995分,高于47.54%,4.94313分,高于58.81%,4.93839分,高于53.42%,,,0,
淘宝,欧蒙得 格调卫浴厨房,https://shop33046081.taobao.com/,浴室挂衣钩 墙壁打孔衣柜衣服钩 壁挂毛巾排钩 不锈钢挂钩304加厚,https://item.taobao.com/item.htm?id=553711420559,zxjzxjzxj,15,13520259342,,0,0,0,0,4.89822分,持平0.32%,4.90036分,持平0.45%,4.90463分,持平0.33%,,,0,
淘宝,HEFO品牌店,https://shop35867775.taobao.com/,HEFO正品波士顿纯牛皮女式牛皮包新款包豹纹手提斜跨包大中小女包,https://item.taobao.com/item.htm?id=544734904047,liyingchun19871210,12,02023379296,13434161936,0,0,0,0,4.92628分,高于57.05%,4.91026分,高于35.01%,4.94231分,高于56.39%,,,0,
淘宝,小胖乐高官方店,https://shop100515340.taobao.com/,LEGO45002 百变工程  旧版乐高9206德宝幼儿教具套装 送教案,https://item.taobao.com/item.htm?id=560086661839,驰丰新能源,12,,13598365698,0,0,0,0,4.72628分,低于2.15%,4.74088分,低于2.41%,4.79562分,低于1.46%,,,0,
淘宝,独一舞二舞蹈服饰用品,https://shop67990092.taobao.com/,儿童广播体操比赛服装小学生健美操表演套装少儿广场舞演出舞蹈服,https://item.taobao.com/item.htm?id=21022148619,独一舞二舞蹈服饰用品,8,15060813107,,0,0,0,0,4.85185,高于3.64%,4.85185,持平0.32%,4.85185分,持平0.36%,,,0,
淘宝,原单外贸袜子店,https://shop101433806.taobao.com/,包邮双层加厚椅子脚套桌椅脚套凳子脚套椅腿保护套防滑硅胶椅脚套,https://item.taobao.com/item.htm?id=551292517395,外贸袜子直营店,14,,13758519715,0,0,0,0,4.87605分,高于31.42%,4.89076分,高于30.81%,4.89286分,高于29.65%,,,0,
淘宝,晶晶儿童摄影服饰,https://shop101693209.taobao.com/,中学生拉拉队服女套装健美操服装啦啦操演出服团体舞蹈表演服包邮,https://item.taobao.com/item.htm?id=556348363703,晶晶摄影服饰,10,,13455448730,0,0,0,0,5.0分,高于100.00%,5.0分,高于100.00%,5.0分,高于100.00%,,,0,
企业,果VC,https://shop69889278.taobao.com/,海南西州蜜哈密瓜 1颗 3斤+ 新鲜水果 保证脆甜 不甜退款,https://item.taobao.com/item.htm?id=573796621232,天通苑水果网,16,010-57146440,13269033592,0,0,0,0,4.86449,高于28.93%,4.90899,高于44.50%,4.91736分,高于47.69%,,,0,
